"ORF","ontology","term"
"YNL102W","MF","DNA replication origin binding"
"YNL102W","MF","single-stranded DNA binding"
"YNL102W","MF","DNA-directed DNA polymerase activity"
"YNL102W","CC","nucleus"
"YNL102W","CC","replication fork"
"YNL102W","CC","alpha DNA polymerase:primase complex"
"YNL102W","CC","mitochondrion"
"YNL102W","BP","DNA replication"
"YNL102W","BP","DNA replication initiation"
"YNL102W","BP","leading strand elongation"
"YNL102W","BP","lagging strand elongation"
"YNL102W","BP","RNA-templated DNA biosynthetic process"
"YNL102W","BP","premeiotic DNA replication"
"YNL102W","BP","double-strand break repair"
"YNL102W","MF","transferase activity"
"YNL102W","MF","nucleotidyltransferase activity"
"YNL102W","MF","purine nucleotide binding"
"YNL102W","MF","pyrimidine nucleotide binding"
"YNL102W","MF","metal ion binding"
"YNL102W","MF","iron-sulfur cluster binding"
"YNL102W","MF","4 iron, 4 sulfur cluster binding"
"YNL102W","BP","mitotic DNA replication initiation"
"YNL103W","BP","sulfur amino acid metabolic process"
"YNL103W","MF","RNA polymerase II transcription regulatory region sequence-specific DNA binding"
"YNL103W","MF","DNA-binding transcription activator activity, RNA polymerase II-specific"
"YNL103W","MF","DNA binding"
"YNL103W","MF","transcription coactivator activity"
"YNL103W","CC","nucleus"
"YNL103W","BP","regulation of transcription by RNA polymerase II"
"YNL103W","BP","amino acid biosynthetic process"
"YNL103W","BP","methionine biosynthetic process"
"YNL103W","BP","cysteine biosynthetic process"
"YNL103W","BP","positive regulation of transcription by RNA polymerase II"
"YNL103W","BP","response to arsenic-containing substance"
"YNL103W","BP","response to cadmium ion"
"YNL103W","CC","Cbf1-Met4-Met28 complex"
"YNL104C","MF","catalytic activity"
"YNL104C","MF","2-isopropylmalate synthase activity"
"YNL104C","MF","protein binding"
"YNL104C","CC","cytoplasm"
"YNL104C","CC","mitochondrion"
"YNL104C","BP","amino acid biosynthetic process"
"YNL104C","BP","branched-chain amino acid biosynthetic process"
"YNL104C","BP","leucine biosynthetic process"
"YNL104C","MF","transferase activity"
"YNL104C","BP","carboxylic acid metabolic process"
"YNL104C","MF","acyltransferase activity, acyl groups converted into alkyl on transfer"
"YNL106C","MF","phosphatidylinositol-3-phosphate phosphatase activity"
"YNL106C","MF","phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity"
"YNL106C","CC","cytoplasm"
"YNL106C","CC","cytoskeleton"
"YNL106C","BP","lipid metabolic process"
"YNL106C","BP","endocytosis"
"YNL106C","BP","protein transport"
"YNL106C","CC","membrane"
"YNL106C","MF","hydrolase activity"
"YNL106C","CC","actin cortical patch"
"YNL106C","BP","phosphatidylinositol-3-phosphate biosynthetic process"
"YNL106C","MF","phosphoric ester hydrolase activity"
"YNL106C","CC","mating projection tip"
"YNL106C","MF","phosphatidylinositol-4-phosphate phosphatase activity"
"YNL106C","MF","phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity"
"YNL106C","BP","inositol phosphate dephosphorylation"
"YNL106C","BP","phosphatidylinositol dephosphorylation"
"YNL107W","CC","chromosome, telomeric region"
"YNL107W","CC","Swr1 complex"
"YNL107W","MF","protein binding"
"YNL107W","CC","nucleus"
"YNL107W","CC","cytoplasm"
"YNL107W","BP","DNA repair"
"YNL107W","BP","chromatin organization"
"YNL107W","BP","chromatin remodeling"
"YNL107W","BP","regulation of DNA-templated transcription"
"YNL107W","BP","cellular response to DNA damage stimulus"
"YNL107W","CC","NuA4 histone acetyltransferase complex"
"YNL108C","CC","nucleus"
"YNL108C","CC","cytoplasm"
"YNL108C","BP","dephosphorylation"
"YNL108C","MF","phosphatase activity"
"YNL110C","BP","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YNL110C","MF","nucleic acid binding"
"YNL110C","MF","RNA binding"
"YNL110C","CC","nucleus"
"YNL110C","CC","nucleolus"
"YNL110C","CC","cytoplasm"
"YNL110C","BP","rRNA processing"
"YNL110C","MF","rRNA binding"
"YNL110C","CC","preribosome, large subunit precursor"
"YNL110C","BP","ribosome biogenesis"
"YNL110C","BP","ribosomal large subunit biogenesis"
"YNL111C","CC","endoplasmic reticulum"
"YNL111C","CC","endoplasmic reticulum membrane"
"YNL111C","MF","electron transfer activity"
"YNL111C","CC","membrane"
"YNL111C","BP","sterol biosynthetic process"
"YNL111C","MF","heme binding"
"YNL111C","BP","electron transport chain"
"YNL111C","CC","organelle membrane"
"YNL111C","CC","intracellular membrane-bounded organelle"
"YNL111C","MF","metal ion binding"
"YNL112W","MF","nucleotide binding"
"YNL112W","BP","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
"YNL112W","MF","nucleic acid binding"
"YNL112W","MF","RNA binding"
"YNL112W","MF","RNA helicase activity"
"YNL112W","MF","mRNA binding"
"YNL112W","MF","helicase activity"
"YNL112W","MF","ATP binding"
"YNL112W","CC","nucleus"
"YNL112W","CC","cytoplasm"
"YNL112W","CC","mitochondrion"
"YNL112W","BP","rRNA processing"
"YNL112W","BP","termination of RNA polymerase II transcription"
"YNL112W","MF","ATP-dependent activity, acting on RNA"
"YNL112W","MF","hydrolase activity"
"YNL112W","MF","snoRNA binding"
"YNL112W","BP","ribosome biogenesis"
"YNL112W","BP","nuclear polyadenylation-dependent mRNA catabolic process"
"YNL112W","BP","messenger ribonucleoprotein complex assembly"
"YNL112W","CC","ribonucleoprotein complex"
"YNL113W","MF","RNA polymerase I activity"
"YNL113W","MF","RNA polymerase III activity"
"YNL113W","MF","DNA binding"
"YNL113W","MF","DNA-directed 5'-3' RNA polymerase activity"
"YNL113W","CC","nucleus"
"YNL113W","CC","RNA polymerase III complex"
"YNL113W","CC","nucleolus"
"YNL113W","CC","RNA polymerase I complex"
"YNL113W","BP","DNA-templated transcription"
"YNL113W","BP","transcription by RNA polymerase I"
"YNL113W","BP","ribosome biogenesis"
"YNL113W","BP","tRNA transcription by RNA polymerase III"
"YNL113W","MF","protein dimerization activity"
"YNL115C","CC","fungal-type vacuole"
"YNL115C","CC","fungal-type vacuole membrane"
"YNL115C","MF","molecular_function"
"YNL115C","CC","vacuole"
"YNL115C","CC","vacuolar membrane"
"YNL115C","CC","endoplasmic reticulum"
"YNL115C","BP","biological_process"
"YNL115C","BP","regulation of lipid storage"
"YNL115C","CC","membrane"
"YNL116W","BP","establishment of mitotic spindle orientation"
"YNL116W","CC","ubiquitin ligase complex"
"YNL116W","BP","septin ring assembly"
"YNL116W","MF","ubiquitin-protein transferase activity"
"YNL116W","CC","cytoplasm"
"YNL116W","CC","cytosol"
"YNL116W","CC","cellular bud tip"
"YNL116W","BP","ubiquitin-dependent protein catabolic process"
"YNL116W","BP","cell cycle"
"YNL116W","BP","mitotic spindle assembly checkpoint signaling"
"YNL116W","BP","protein ubiquitination"
"YNL116W","MF","transferase activity"
"YNL116W","BP","negative regulation of septation initiation signaling"
"YNL116W","BP","mitotic spindle orientation checkpoint signaling"
"YNL116W","CC","cell division site"
"YNL116W","CC","cellular bud neck split septin rings"
"YNL116W","BP","cellular bud neck septin ring organization"
"YNL116W","CC","mitotic spindle pole body"
"YNL116W","MF","metal ion binding"
"YNL116W","BP","cell division"
"YNL116W","BP","protein autoubiquitination"
"YNL116W","MF","ubiquitin protein ligase activity"
"YNL116W","BP","regulation of formin-nucleated actin cable assembly"
"YNL116W","BP","protein localization to bud neck"
"YNL116W","BP","negative regulation of protein localization to spindle pole body"
"YNL117W","MF","catalytic activity"
"YNL117W","MF","malate synthase activity"
"YNL117W","CC","cytoplasm"
"YNL117W","CC","peroxisome"
"YNL117W","CC","peroxisomal matrix"
"YNL117W","CC","cytosol"
"YNL117W","BP","glyoxylate cycle"
"YNL117W","BP","tricarboxylic acid cycle"
"YNL117W","MF","transferase activity"
"YNL118C","BP","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
"YNL118C","BP","deadenylation-dependent decapping of nuclear-transcribed mRNA"
"YNL118C","CC","P-body"
"YNL118C","MF","chromatin binding"
"YNL118C","MF","RNA binding"
"YNL118C","MF","mRNA binding"
"YNL118C","CC","nucleus"
"YNL118C","CC","cytoplasm"
"YNL118C","BP","mRNA processing"
"YNL118C","MF","hydrolase activity"
"YNL118C","MF","manganese ion binding"
"YNL118C","BP","deadenylation-independent decapping of nuclear-transcribed mRNA"
"YNL118C","BP","stress granule assembly"
"YNL118C","MF","metal ion binding"
"YNL118C","MF","m7G(5')pppN diphosphatase activity"
"YNL118C","BP","positive regulation of transcription initiation by RNA polymerase II"
"YNL118C","BP","cellular response to osmotic stress"
"YNL118C","CC","cytoplasmic side of membrane"
"YNL118C","CC","Dcp1-Dcp2 complex"
"YNL119W","MF","tRNA binding"
"YNL119W","BP","invasive growth in response to glucose limitation"
"YNL119W","BP","tRNA wobble uridine modification"
"YNL119W","BP","tRNA wobble position uridine thiolation"
"YNL119W","MF","molecular_function"
"YNL119W","CC","cytoplasm"
"YNL119W","CC","cytosol"
"YNL119W","BP","pseudohyphal growth"
"YNL119W","BP","tRNA processing"
"YNL119W","MF","nucleotidyltransferase activity"
"YNL119W","MF","sulfurtransferase activity"
"YNL119W","BP","protein urmylation"
"YNL119W","BP","tRNA thio-modification"
"YNL121C","CC","mitochondrion"
"YNL121C","CC","mitochondrial outer membrane"
"YNL121C","CC","mitochondrial outer membrane translocase complex"
"YNL121C","BP","protein targeting to mitochondrion"
"YNL121C","BP","intracellular protein transport"
"YNL121C","MF","protein transmembrane transporter activity"
"YNL121C","MF","protein-transporting ATPase activity"
"YNL121C","CC","membrane"
"YNL121C","BP","protein import into mitochondrial matrix"
"YNL121C","MF","mitochondrion targeting sequence binding"
"YNL121C","BP","protein insertion into mitochondrial inner membrane"
"YNL122C","MF","structural constituent of ribosome"
"YNL122C","CC","mitochondrion"
"YNL122C","CC","mitochondrial large ribosomal subunit"
"YNL122C","CC","ribosome"
"YNL122C","BP","translation"
"YNL122C","CC","large ribosomal subunit"
"YNL122C","BP","mitochondrial translation"
"YNL123W","MF","serine-type endopeptidase activity"
"YNL123W","CC","nucleus"
"YNL123W","BP","proteolysis"
"YNL123W","BP","apoptotic process"
"YNL123W","MF","peptidase activity"
"YNL123W","MF","serine-type peptidase activity"
"YNL123W","MF","hydrolase activity"
"YNL123W","BP","protein catabolic process"
"YNL123W","BP","cellular response to heat"
"YNL123W","BP","cellular lipid metabolic process"
"YNL123W","BP","regulation of ubiquitin-protein transferase activity"
"YNL123W","BP","stress-induced homeostatically regulated protein degradation pathway"
"YNL124W","BP","box H/ACA snoRNP assembly"
"YNL124W","BP","pseudouridine synthesis"
"YNL124W","MF","RNA binding"
"YNL124W","CC","nucleus"
"YNL124W","CC","nucleoplasm"
"YNL124W","CC","sno(s)RNA-containing ribonucleoprotein complex"
"YNL124W","BP","rRNA processing"
"YNL124W","BP","ribosome biogenesis"
"YNL125C","MF","molecular_function"
"YNL125C","CC","mitochondrion"
"YNL125C","CC","endoplasmic reticulum"
"YNL125C","CC","endoplasmic reticulum membrane"
"YNL125C","BP","biological_process"
"YNL125C","MF","symporter activity"
"YNL125C","CC","membrane"
"YNL125C","MF","transmembrane transporter activity"
"YNL125C","BP","transmembrane transport"
"YNL125C","CC","cell periphery"
"YNL126W","BP","microtubule cytoskeleton organization"
"YNL126W","BP","mitotic cell cycle"
"YNL126W","CC","spindle pole"
"YNL126W","CC","equatorial microtubule organizing center"
"YNL126W","CC","gamma-tubulin complex"
"YNL126W","CC","nucleus"
"YNL126W","CC","cytoplasm"
"YNL126W","CC","microtubule organizing center"
"YNL126W","CC","spindle pole body"
"YNL126W","CC","inner plaque of spindle pole body"
"YNL126W","CC","outer plaque of spindle pole body"
"YNL126W","CC","cytoskeleton"
"YNL126W","CC","microtubule"
"YNL126W","BP","microtubule nucleation"
"YNL126W","BP","mitotic spindle organization"
"YNL126W","CC","gamma-tubulin small complex"
"YNL126W","BP","cytoplasmic microtubule organization"
"YNL126W","MF","gamma-tubulin binding"
"YNL126W","CC","mitotic spindle pole body"
"YNL126W","MF","microtubule minus-end binding"
"YNL126W","BP","spindle assembly"
"YNL126W","BP","meiotic cell cycle"
"YNL126W","BP","microtubule nucleation by interphase microtubule organizing center"
"YNL127W","CC","Golgi trans cisterna"
"YNL127W","BP","re-entry into mitotic cell cycle after pheromone arrest"
"YNL127W","MF","molecular_function"
"YNL127W","CC","endoplasmic reticulum"
"YNL127W","CC","cytosol"
"YNL127W","BP","cytoskeleton organization"
"YNL127W","BP","cell cycle"
"YNL127W","BP","positive regulation of macroautophagy"
"YNL127W","BP","mitotic intra-S DNA damage checkpoint signaling"
"YNL128W","MF","molecular_function"
"YNL128W","MF","protein tyrosine phosphatase activity"
"YNL128W","CC","nucleus"
"YNL128W","CC","cytoplasm"
"YNL128W","CC","cytosol"
"YNL128W","CC","plasma membrane"
"YNL128W","BP","protein dephosphorylation"
"YNL128W","MF","protein tyrosine/serine/threonine phosphatase activity"
"YNL128W","BP","phosphatidylinositol 3-kinase signaling"
"YNL128W","BP","dephosphorylation"
"YNL128W","MF","phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity"
"YNL128W","MF","hydrolase activity"
"YNL128W","BP","ascospore wall assembly"
"YNL128W","BP","peptidyl-tyrosine dephosphorylation"
"YNL128W","CC","cell projection"
"YNL128W","BP","phosphatidylinositol dephosphorylation"
"YNL128W","BP","regulation of protein kinase B signaling"
"YNL129W","MF","nucleotide binding"
"YNL129W","CC","fungal-type vacuole"
"YNL129W","MF","ATP binding"
"YNL129W","CC","cytoplasm"
"YNL129W","BP","NAD biosynthetic process"
"YNL129W","MF","kinase activity"
"YNL129W","BP","phosphorylation"
"YNL129W","MF","transferase activity"
"YNL129W","BP","pyridine nucleotide biosynthetic process"
"YNL129W","BP","NAD biosynthesis via nicotinamide riboside salvage pathway"
"YNL129W","BP","nicotinamide riboside metabolic process"
"YNL129W","MF","metal ion binding"
"YNL129W","MF","ribosylnicotinamide kinase activity"
"YNL130C","MF","diacylglycerol cholinephosphotransferase activity"
"YNL130C","CC","mitochondrion"
"YNL130C","CC","mitochondrial outer membrane"
"YNL130C","CC","endoplasmic reticulum"
"YNL130C","CC","endoplasmic reticulum membrane"
"YNL130C","CC","Golgi apparatus"
"YNL130C","BP","lipid metabolic process"
"YNL130C","BP","phosphatidylcholine biosynthetic process"
"YNL130C","BP","CDP-choline pathway"
"YNL130C","BP","phospholipid biosynthetic process"
"YNL130C","CC","membrane"
"YNL130C","MF","transferase activity"
"YNL130C","MF","phosphotransferase activity, for other substituted phosphate groups"
"YNL130C","CC","organelle membrane"
"YNL130C","CC","intracellular membrane-bounded organelle"
"YNL130C","MF","metal ion binding"
"YNL130C-A","MF","molecular_function"
"YNL130C-A","CC","cellular_component"
"YNL130C-A","CC","mitochondrion"
"YNL130C-A","BP","biological_process"
"YNL131W","CC","mitochondrion"
"YNL131W","CC","mitochondrial outer membrane"
"YNL131W","CC","mitochondrial outer membrane translocase complex"
"YNL131W","BP","intracellular protein transport"
"YNL131W","MF","protein transmembrane transporter activity"
"YNL131W","BP","protein transport"
"YNL131W","CC","membrane"
"YNL131W","BP","protein import into mitochondrial matrix"
"YNL131W","BP","protein insertion into mitochondrial outer membrane"
"YNL132W","MF","tRNA binding"
"YNL132W","BP","rRNA modification"
"YNL132W","MF","nucleotide binding"
"YNL132W","MF","ATP binding"
"YNL132W","CC","nucleus"
"YNL132W","CC","nucleolus"
"YNL132W","BP","rRNA processing"
"YNL132W","BP","tRNA processing"
"YNL132W","MF","N-acetyltransferase activity"
"YNL132W","BP","rRNA metabolic process"
"YNL132W","BP","mRNA modification"
"YNL132W","MF","transferase activity"
"YNL132W","MF","acyltransferase activity"
"YNL132W","MF","snoRNA binding"
"YNL132W","CC","90S preribosome"
"YNL132W","CC","preribosome, small subunit precursor"
"YNL132W","BP","ncRNA processing"
"YNL132W","BP","ribosomal small subunit biogenesis"
"YNL132W","BP","tRNA acetylation"
"YNL132W","BP","rRNA acetylation involved in maturation of SSU-rRNA"
"YNL132W","MF","rRNA cytidine N-acetyltransferase activity"
"YNL133C","CC","chromosome, telomeric region"
"YNL133C","MF","molecular_function"
"YNL133C","CC","nucleus"
"YNL133C","CC","chromosome"
"YNL133C","BP","double-strand break repair via nonhomologous end joining"
"YNL134C","MF","aldehyde dehydrogenase (NAD+) activity"
"YNL134C","CC","nucleus"
"YNL134C","CC","cytoplasm"
"YNL134C","MF","oxidoreductase activity"
"YNL134C","BP","response to furfural"
"YNL135C","BP","protein peptidyl-prolyl isomerization"
"YNL135C","MF","peptidyl-prolyl cis-trans isomerase activity"
"YNL135C","MF","macrolide binding"
"YNL135C","CC","nucleus"
"YNL135C","CC","cytoplasm"
"YNL135C","CC","mitochondrion"
"YNL135C","BP","chromatin organization"
"YNL135C","BP","protein folding"
"YNL135C","MF","isomerase activity"
"YNL135C","BP","chaperone-mediated protein folding"
"YNL135C","BP","regulation of homoserine biosynthetic process"
"YNL136W","MF","molecular_function"
"YNL136W","CC","nucleus"
"YNL136W","BP","DNA repair"
"YNL136W","BP","chromatin organization"
